id,account_number_fake,holder_name_fake,bank_name,account_type,ifsc_code,opened_at
1026,382710123296,Lakshmi Iyer,Punjab National Bank,victim,PUNB01512,2024-05-07
1027,347243586176,Riya Kulkarni,Bank of Baroda,victim,BARB08225,2024-08-27
1028,006184897422,Ravi Patel,ICICI Bank,victim,ICIC03543,2025-07-13
1029,273063435948,Anika Shah,Punjab National Bank,victim,PUNB08218,2025-05-27
1030,186003203197,Krishna Bhatt,HDFC Bank,victim,HDFC08999,2024-06-07
1031,501137535821,Suresh Kapoor,ICICI Bank,victim,ICIC00728,2026-02-10
1032,076810248085,Geeta Malhotra,HDFC Bank,victim,HDFC05780,2024-04-14
1033,952150164261,Neha Kapoor,HDFC Bank,victim,HDFC00703,2025-01-23
1034,758646339534,Kavita Chauhan,Axis Bank,victim,UTIB08110,2025-08-11
1035,554260972360,Sunita Pillai,State Bank of India,victim,SBIN02446,2025-10-18
1036,485726029254,Aadhya Reddy,State Bank of India,victim,SBIN06862,2026-02-21
1037,048869320553,Ishaan Joshi,Axis Bank,victim,UTIB04050,2024-11-02
1038,422736273202,Vikram Bhatt,Punjab National Bank,victim,PUNB02271,2024-09-04
1039,220269801426,Meena Kumar,Punjab National Bank,victim,PUNB04710,2026-01-08
1040,476380839065,Pooja Naidu,Punjab National Bank,victim,PUNB04025,2025-08-09
1041,397499507088,Ishaan Desai,ICICI Bank,victim,ICIC06406,2026-05-01
1042,023510255501,Anil Yadav,HDFC Bank,victim,HDFC09354,2025-08-15
1043,290759659992,Aarav Kumar,State Bank of India,victim,SBIN00123,2026-05-03
1044,475286461209,Diya Kulkarni,Axis Bank,victim,UTIB06173,2024-05-03
1045,972479254221,Aadhya Pandey,Axis Bank,victim,UTIB08834,2025-08-04
1046,408585883825,Kavita Joshi,Axis Bank,victim,UTIB06726,2024-12-15
1047,863942012234,Diya Joshi,HDFC Bank,victim,HDFC01499,2024-12-19
1048,538922247119,Manoj Shah,HDFC Bank,victim,HDFC03600,2026-01-04
1049,623133610944,Aarav Sharma,Axis Bank,victim,UTIB01642,2025-01-27
1050,701799932420,Diya Chauhan,Punjab National Bank,victim,PUNB02483,2026-02-12
1051,641009538557,Kiara Kulkarni,Punjab National Bank,victim,PUNB04216,2025-05-29
1052,672636815418,Anika Nair,ICICI Bank,victim,ICIC05899,2024-05-14
1053,773067182226,Aditya Menon,Axis Bank,victim,UTIB06794,2024-07-27
1054,704861867066,Manoj Kulkarni,Bank of Baroda,victim,BARB03201,2025-12-07
1055,694203983135,Aadhya Menon,HDFC Bank,victim,HDFC04901,2025-06-04
1056,643158901649,Vihaan Bhatt,Axis Bank,victim,UTIB02815,2024-03-25
1057,288959274116,Ananya Chauhan,Axis Bank,victim,UTIB08069,2024-09-13
1058,909123753028,Vikram Sharma,Axis Bank,victim,UTIB04976,2024-06-22
1059,232360667998,Rohan Reddy,Axis Bank,victim,UTIB06491,2024-10-09
1060,777925604134,Geeta Pandey,Punjab National Bank,victim,PUNB08208,2025-04-17
1061,872099865642,Meena Gupta,HDFC Bank,victim,HDFC02405,2024-11-13
1062,957240434741,Sai Pillai,Axis Bank,victim,UTIB02531,2025-01-18
1063,890476078623,Saanvi Nair,ICICI Bank,victim,ICIC05107,2025-12-25
1064,004093045418,Anika Bhatt,Axis Bank,victim,UTIB04039,2024-11-10
1065,039744088067,Sai Kulkarni,HDFC Bank,victim,HDFC00898,2026-04-12
1066,970774544708,Krishna Reddy,HDFC Bank,victim,HDFC02317,2024-06-29
1067,066360502816,Sunil Naidu,HDFC Bank,victim,HDFC04098,2024-09-26
1068,920548944538,Anil Desai,Bank of Baroda,victim,BARB01180,2024-09-26
1069,515850153017,Kavita Sharma,HDFC Bank,victim,HDFC03167,2024-08-15
1070,561833597487,Sai Malhotra,Axis Bank,victim,UTIB06805,2026-03-21
1071,992427739238,Navya Patel,Axis Bank,victim,UTIB05202,2025-03-28
1072,006433226227,Vihaan Naidu,State Bank of India,victim,SBIN07773,2025-02-02
1073,906200363856,Anika Sharma,ICICI Bank,victim,ICIC04614,2026-02-16
1074,121289811594,Aadhya Rao,Axis Bank,victim,UTIB08534,2024-04-17
1075,680613495647,Rohan Rao,State Bank of India,victim,SBIN09984,2025-11-21
1076,865557512476,Reyansh Desai,Bank of Baroda,victim,BARB04000,2025-11-13
1077,094423860205,Vivaan Singh,HDFC Bank,victim,HDFC00898,2025-03-04
1078,809573940598,Anika Singh,ICICI Bank,victim,ICIC00260,2024-12-09
1079,829586841962,Krishna Kapoor,Punjab National Bank,victim,PUNB03326,2024-05-10
1080,623272371798,Navya Rao,State Bank of India,victim,SBIN09022,2025-03-12
1081,089458962683,Sunita Pandey,Punjab National Bank,victim,PUNB08488,2026-02-09
1082,729826893348,Vikram Sharma,HDFC Bank,victim,HDFC06497,2024-06-02
1083,440458831141,Aditya Joshi,Bank of Baroda,victim,BARB04701,2024-11-14
1084,163295737831,Navya Patel,State Bank of India,victim,SBIN05975,2026-02-24
1085,462159584174,Anil Menon,Axis Bank,victim,UTIB09161,2026-02-07
1086,509962183667,Geeta Pandey,Bank of Baroda,victim,BARB07196,2025-12-28
1087,446144092335,Vikram Joshi,Bank of Baroda,victim,BARB01746,2025-10-04
1088,486722883904,Vivaan Nair,ICICI Bank,victim,ICIC07331,2025-04-19
1089,800187314391,Navya Menon,ICICI Bank,victim,ICIC05114,2025-03-13
1090,302865505224,Myra Pandey,HDFC Bank,victim,HDFC01142,2024-05-04
1091,134843391332,Ishaan Iyer,State Bank of India,victim,SBIN05286,2024-09-20
1092,973561526655,Geeta Joshi,HDFC Bank,victim,HDFC09147,2025-11-18
1093,679241571276,Geeta Bhatt,Bank of Baroda,victim,BARB03835,2025-05-18
1094,372607201489,Ravi Gupta,Axis Bank,victim,UTIB06780,2024-10-26
1095,948112664971,Aadhya Nair,Axis Bank,victim,UTIB09670,2025-12-22
1096,410167930148,Aadhya Pillai,Punjab National Bank,victim,PUNB01160,2025-06-05
1097,353160791791,Navya Rao,State Bank of India,victim,SBIN03860,2024-07-25
1098,576463913810,Anil Naidu,Punjab National Bank,victim,PUNB07491,2025-11-01
1099,798994885669,Diya Malhotra,Bank of Baroda,victim,BARB04899,2025-03-01
1100,686240871006,Pari Kulkarni,State Bank of India,victim,SBIN06890,2025-05-19
1101,847913511350,Saanvi Joshi,Bank of Baroda,victim,BARB05357,2024-11-04
1102,867428021889,Amit Menon,Axis Bank,victim,UTIB03063,2025-09-08
1103,069690452898,Suresh Pillai,Bank of Baroda,victim,BARB06061,2024-06-06
1104,725084232423,Manoj Pandey,Axis Bank,victim,UTIB04800,2025-05-22
1105,231582863040,Rajesh Naidu,ICICI Bank,victim,ICIC02966,2025-01-02
1106,139280485022,Neha Kulkarni,HDFC Bank,victim,HDFC00619,2024-06-06
1107,799230453231,Priya Bhatt,Bank of Baroda,victim,BARB06778,2024-07-18
1108,815780619022,Kavita Mehta,HDFC Bank,victim,HDFC03116,2026-04-05
1109,003753989231,Rajesh Desai,State Bank of India,victim,SBIN03246,2025-09-09
1110,426735127245,Sanjay Rao,Axis Bank,victim,UTIB05337,2025-10-11
1111,062767293509,Aarav Desai,HDFC Bank,victim,HDFC07934,2025-05-15
1112,982147823372,Deepak Rao,Bank of Baroda,victim,BARB00945,2024-06-30
1113,960828967136,Navya Singh,Axis Bank,victim,UTIB00549,2025-06-10
1114,889044104043,Reyansh Mehta,HDFC Bank,victim,HDFC01566,2026-05-22
1115,271698837161,Priya Shah,State Bank of India,victim,SBIN01586,2026-01-11
1116,285353399824,Aadhya Joshi,Axis Bank,victim,UTIB02662,2024-08-16
1117,502528546130,Ananya Naidu,State Bank of India,victim,SBIN08730,2026-03-26
1118,210242344730,Ishaan Bhatt,State Bank of India,victim,SBIN05777,2024-08-15
1119,426537932219,Priya Singh,HDFC Bank,victim,HDFC01439,2024-04-12
1120,978335488357,Vivaan Singh,ICICI Bank,victim,ICIC01921,2025-06-06
1121,724000208601,Rajesh Rao,Bank of Baroda,victim,BARB04605,2024-08-03
1122,781048028354,Sai Verma,Punjab National Bank,victim,PUNB01589,2024-12-27
1123,058330967397,Arjun Joshi,State Bank of India,victim,SBIN09842,2024-08-17
1124,162762922666,Neha Rao,State Bank of India,victim,SBIN07880,2025-01-19
1125,858050141716,Manoj Naidu,HDFC Bank,victim,HDFC05789,2025-01-09
1126,029301125018,Anika Chauhan,Bank of Baroda,victim,BARB06074,2024-12-13
1127,405714469567,Ishaan Patel,Axis Bank,victim,UTIB04068,2026-04-27
1128,485320775870,Sunil Pandey,Axis Bank,victim,UTIB08943,2024-11-25
1129,293907737295,Lakshmi Iyer,ICICI Bank,victim,ICIC04503,2024-05-06
1130,359042652742,Lakshmi Patel,HDFC Bank,victim,HDFC08662,2025-09-08
1131,281673374612,Sai Pillai,Axis Bank,victim,UTIB01575,2026-01-09
1132,450599822673,Lakshmi Desai,State Bank of India,victim,SBIN01234,2025-03-13
1133,115490443183,Myra Patel,Punjab National Bank,victim,PUNB04369,2025-10-22
1134,873922198369,Arjun Naidu,Bank of Baroda,victim,BARB01573,2026-03-08
1135,034502958676,Vihaan Sharma,Punjab National Bank,victim,PUNB00304,2024-04-05
1136,220138825320,Arjun Verma,ICICI Bank,victim,ICIC08316,2024-09-27
1137,163485089512,Aditya Verma,Axis Bank,victim,UTIB03708,2025-10-20
1138,612667830557,Myra Naidu,ICICI Bank,victim,ICIC03713,2026-04-04
1139,483196863647,Navya Kapoor,HDFC Bank,victim,HDFC00465,2025-10-29
1140,104062911872,Rohan Bhatt,ICICI Bank,victim,ICIC02824,2026-04-07
1141,486565818981,Divya Naidu,State Bank of India,victim,SBIN00617,2025-02-14
1142,999068201307,Lakshmi Desai,Bank of Baroda,victim,BARB01675,2025-01-09
1143,639981274392,Myra Pillai,ICICI Bank,victim,ICIC02551,2026-02-01
1144,531563093079,Anil Kulkarni,ICICI Bank,victim,ICIC06859,2024-06-02
1145,707217340242,Sai Desai,Axis Bank,victim,UTIB02241,2025-03-14
1146,156409941475,Myra Joshi,Axis Bank,victim,UTIB03989,2024-07-01
1147,669692295338,Divya Patel,Bank of Baroda,victim,BARB06194,2024-08-14
1148,186694086542,Saanvi Nair,ICICI Bank,victim,ICIC04382,2025-11-09
1149,650471883009,Myra Yadav,Axis Bank,victim,UTIB09542,2026-05-22
1150,715675665051,Vihaan Gupta,Bank of Baroda,victim,BARB08860,2024-08-19
1151,617892571402,Pooja Desai,Punjab National Bank,victim,PUNB05038,2025-08-07
1152,695193048527,Rahul Singh,Punjab National Bank,victim,PUNB07586,2026-03-30
1153,317445776262,Arjun Kapoor,Axis Bank,victim,UTIB06367,2025-07-22
1154,076751497534,Vivaan Menon,HDFC Bank,victim,HDFC01157,2025-02-08
1155,004709110349,Amit Malhotra,State Bank of India,victim,SBIN05611,2026-05-11
1156,256599508914,Deepak Pandey,Bank of Baroda,victim,BARB02330,2024-12-28
1157,442035944102,Myra Nair,Axis Bank,victim,UTIB03873,2025-09-29
1158,909841286558,Divya Singh,Punjab National Bank,victim,PUNB01675,2024-12-24
1159,734114613315,Rajesh Yadav,HDFC Bank,victim,HDFC05530,2024-06-28
1160,520641910616,Riya Reddy,ICICI Bank,victim,ICIC06910,2024-06-22
1161,257228703220,Vivaan Singh,HDFC Bank,victim,HDFC00748,2025-09-01
1162,695090418985,Sunil Sharma,Axis Bank,victim,UTIB06643,2024-05-16
1163,719903803514,Geeta Sharma,ICICI Bank,victim,ICIC08953,2024-12-09
1164,292582282801,Neha Pillai,Axis Bank,victim,UTIB08323,2025-10-24
1165,289748741148,Amit Rao,Punjab National Bank,victim,PUNB06267,2025-08-07
1166,224228483492,Ravi Iyer,Bank of Baroda,victim,BARB07668,2024-06-06
1167,926096746272,Neha Pandey,HDFC Bank,victim,HDFC00536,2025-06-30
1168,956784460789,Deepak Mehta,HDFC Bank,victim,HDFC00751,2024-08-25
1169,549434368771,Anika Naidu,ICICI Bank,victim,ICIC05692,2024-10-27
1170,856413547416,Divya Patel,Axis Bank,victim,UTIB08557,2025-02-18
1171,071469714797,Sanjay Patel,ICICI Bank,victim,ICIC03418,2025-09-16
1172,516215938967,Deepak Yadav,ICICI Bank,victim,ICIC06353,2026-01-17
1173,796714803007,Lakshmi Naidu,ICICI Bank,victim,ICIC03565,2024-11-16
1174,892594657446,Ananya Gupta,Bank of Baroda,victim,BARB05325,2025-07-28
1175,148333540112,Ravi Shah,State Bank of India,victim,SBIN07283,2025-11-17
1176,041869303264,Pooja Iyer,Punjab National Bank,victim,PUNB05649,2026-01-19
1177,368296707421,Krishna Bhatt,State Bank of India,victim,SBIN05319,2025-04-13
1178,745469351021,Ravi Shah,State Bank of India,victim,SBIN04012,2025-04-06
1179,838953376841,Vihaan Yadav,ICICI Bank,victim,ICIC08767,2026-03-15
1180,809473181560,Geeta Desai,ICICI Bank,victim,ICIC05427,2024-06-10
1181,039098468560,Meena Naidu,Bank of Baroda,victim,BARB06699,2024-12-30
1182,896220682432,Deepak Yadav,HDFC Bank,victim,HDFC03330,2024-10-31
1183,644885487531,Rahul Rao,State Bank of India,victim,SBIN01980,2025-04-24
1184,663992879872,Geeta Rao,Punjab National Bank,victim,PUNB08731,2025-04-17
1185,541648792104,Riya Mehta,ICICI Bank,victim,ICIC06627,2025-08-01
1186,579232671485,Vikram Rao,ICICI Bank,victim,ICIC08197,2024-04-02
1187,551163971492,Anika Yadav,Punjab National Bank,victim,PUNB00757,2025-07-06
1188,296571564380,Ananya Patel,Axis Bank,victim,UTIB02990,2025-03-09
1189,401527311722,Pari Chauhan,Bank of Baroda,victim,BARB06414,2026-04-25
1190,365003299090,Manoj Gupta,Axis Bank,victim,UTIB00647,2025-12-14
1191,392528783573,Meena Menon,ICICI Bank,victim,ICIC03813,2025-04-09
1192,071555870940,Kiara Joshi,State Bank of India,victim,SBIN04224,2025-09-03
1193,632824630616,Pari Gupta,Axis Bank,victim,UTIB02185,2026-01-23
1194,392788881893,Aditya Pandey,Bank of Baroda,victim,BARB00461,2025-11-12
1195,373564078308,Aarav Pillai,Bank of Baroda,victim,BARB03069,2026-02-09
1196,595634318073,Rajesh Gupta,State Bank of India,victim,SBIN09200,2024-10-18
1197,545500549080,Reyansh Joshi,HDFC Bank,victim,HDFC09983,2026-05-02
1198,654662897351,Divya Shah,Bank of Baroda,victim,BARB08962,2024-11-03
1199,660812392788,Meena Pandey,Axis Bank,victim,UTIB04479,2024-05-14
1200,311802669141,Anil Kulkarni,State Bank of India,victim,SBIN09396,2024-04-01
1201,181181405132,Sunil Kapoor,HDFC Bank,victim,HDFC05179,2024-03-26
1202,074033744999,Suresh Kulkarni,ICICI Bank,victim,ICIC08709,2025-03-14
1203,546125360640,Suresh Pillai,Bank of Baroda,victim,BARB00474,2025-12-04
1204,811171960049,Sunita Pillai,Axis Bank,victim,UTIB00214,2025-06-11
1205,992665361977,Manoj Kapoor,Bank of Baroda,victim,BARB03173,2025-07-07
1206,060558173579,Sai Patel,Axis Bank,victim,UTIB02116,2024-10-20
1207,552905092600,Lakshmi Bhatt,HDFC Bank,victim,HDFC00110,2024-07-30
1208,310448177365,Saanvi Singh,HDFC Bank,victim,HDFC05619,2024-10-24
1209,676403239193,Pari Reddy,State Bank of India,victim,SBIN02528,2024-11-09
1210,064098058771,Anika Menon,HDFC Bank,victim,HDFC05559,2024-06-17
1211,295599977379,Neha Kulkarni,State Bank of India,victim,SBIN03957,2025-07-26
1212,482873210788,Aarav Kumar,Bank of Baroda,victim,BARB03127,2025-03-14
1213,484226230036,Rahul Joshi,Punjab National Bank,victim,PUNB00722,2025-03-31
1214,410616649700,Divya Kulkarni,ICICI Bank,victim,ICIC08445,2024-05-04
1215,743540476253,Rajesh Iyer,Axis Bank,victim,UTIB09501,2024-08-05
1216,205596757799,Kavita Gupta,Punjab National Bank,victim,PUNB01137,2025-03-05
1217,898993074611,Sanjay Chauhan,HDFC Bank,victim,HDFC03997,2024-10-05
1218,944574441076,Vihaan Bhatt,Punjab National Bank,victim,PUNB09262,2025-11-12
1219,784340730717,Rajesh Singh,Axis Bank,victim,UTIB07613,2025-07-27
1220,032234771469,Ananya Naidu,Punjab National Bank,victim,PUNB05093,2025-09-28
1221,644685304555,Rahul Sharma,ICICI Bank,victim,ICIC05950,2024-10-04
1222,061790670151,Rohan Desai,ICICI Bank,victim,ICIC02003,2025-02-10
1223,377427054985,Vivaan Pillai,Punjab National Bank,victim,PUNB07887,2024-12-06
1224,378747788407,Pooja Bhatt,Axis Bank,victim,UTIB00946,2025-07-30
1225,166479512798,Vikram Gupta,HDFC Bank,victim,HDFC03124,2024-10-16
1226,957967246105,Manoj Naidu,Punjab National Bank,victim,PUNB01109,2024-03-23
1227,526942041641,Deepak Kapoor,HDFC Bank,victim,HDFC05374,2024-05-23
1228,499080358624,Riya Chauhan,ICICI Bank,victim,ICIC00574,2025-05-09
1229,734800226425,Lakshmi Menon,State Bank of India,victim,SBIN09720,2025-08-25
1230,529267698897,Diya Gupta,ICICI Bank,victim,ICIC09887,2026-03-24
1231,656115686223,Sanjay Chauhan,HDFC Bank,victim,HDFC00706,2025-08-25
1232,287806615459,Suresh Desai,Punjab National Bank,victim,PUNB08586,2025-10-29
1233,313298871232,Riya Iyer,State Bank of India,victim,SBIN00366,2026-01-30
1234,356232770045,Sai Pandey,Axis Bank,victim,UTIB03585,2026-03-22
1235,881596467386,Sanjay Chauhan,Axis Bank,victim,UTIB05690,2025-06-27
1236,530120339801,Geeta Yadav,Punjab National Bank,victim,PUNB03871,2025-10-27
1237,794575959955,Vikram Iyer,ICICI Bank,victim,ICIC00553,2025-11-13
1238,452030276947,Neha Malhotra,ICICI Bank,victim,ICIC03088,2024-10-28
1239,794123254601,Aditya Joshi,ICICI Bank,victim,ICIC08911,2025-02-02
1240,802989088819,Ananya Chauhan,ICICI Bank,victim,ICIC06645,2024-11-23
1241,501332034495,Aarav Malhotra,State Bank of India,victim,SBIN06071,2025-04-24
1242,700599469669,Rahul Bhatt,Axis Bank,victim,UTIB03233,2026-03-09
1243,285825854551,Sunil Nair,HDFC Bank,victim,HDFC03919,2026-01-05
1244,371206317552,Rajesh Singh,Axis Bank,victim,UTIB09776,2024-05-19
1245,546542683684,Vivaan Nair,ICICI Bank,victim,ICIC03771,2025-05-11
1246,095709340991,Manoj Patel,Bank of Baroda,victim,BARB06508,2024-09-15
1247,756275280016,Suresh Patel,Bank of Baroda,victim,BARB01734,2025-07-11
1248,948414235528,Sunil Reddy,ICICI Bank,victim,ICIC03372,2026-03-26
1249,644611983097,Lakshmi Patel,ICICI Bank,victim,ICIC05424,2026-04-22
1250,096660286538,Reyansh Iyer,Punjab National Bank,victim,PUNB03957,2024-06-29
1251,926748762965,Geeta Menon,ICICI Bank,victim,ICIC00744,2025-09-02
1252,257330907406,Diya Desai,ICICI Bank,victim,ICIC03516,2026-05-31
1253,723722593103,Kavita Menon,HDFC Bank,victim,HDFC03700,2025-07-20
1254,645544215783,Reyansh Yadav,Bank of Baroda,victim,BARB07926,2025-06-15
1255,025066686067,Myra Iyer,Bank of Baroda,victim,BARB03476,2026-03-24
1256,554656531708,Kiara Chauhan,Punjab National Bank,victim,PUNB07300,2024-11-10
1257,073264478937,Aarav Reddy,Axis Bank,victim,UTIB08595,2025-05-31
1258,518378477198,Anil Naidu,Axis Bank,victim,UTIB08837,2025-05-21
1259,710880354694,Neha Chauhan,Punjab National Bank,victim,PUNB06604,2024-06-22
1260,660138550029,Aditya Shah,Punjab National Bank,victim,PUNB05738,2024-04-09
1261,717080492932,Meena Reddy,Bank of Baroda,victim,BARB08507,2024-08-27
1262,262030695165,Suresh Kulkarni,Bank of Baroda,victim,BARB07121,2024-09-22
1263,619680450521,Navya Kapoor,Bank of Baroda,victim,BARB01203,2026-01-07
1264,398590742941,Amit Singh,Punjab National Bank,victim,PUNB04290,2025-06-17
1265,662866034982,Sanjay Mehta,State Bank of India,victim,SBIN04689,2025-12-24
1266,052053531318,Sanjay Mehta,ICICI Bank,victim,ICIC04560,2025-08-16
1267,231379981810,Deepak Pillai,Punjab National Bank,victim,PUNB00962,2025-07-18
1268,050345538828,Ishaan Malhotra,Punjab National Bank,victim,PUNB07204,2026-02-06
1269,614452996457,Ishaan Reddy,State Bank of India,victim,SBIN04433,2024-07-08
1270,860215992794,Rajesh Pandey,Axis Bank,victim,UTIB03763,2026-05-31
1271,762282128219,Pari Sharma,State Bank of India,victim,SBIN03868,2024-12-04
1272,846512421063,Diya Nair,State Bank of India,victim,SBIN07817,2024-04-21
1273,759358613417,Neha Mehta,Axis Bank,victim,UTIB04919,2025-09-11
1274,861647904991,Pooja Patel,State Bank of India,victim,SBIN05738,2024-05-03
1275,549177326096,Rajesh Joshi,Bank of Baroda,victim,BARB08568,2026-01-04
1276,471553474502,Lakshmi Kulkarni,Bank of Baroda,victim,BARB04053,2026-02-08
1277,480407373041,Anil Joshi,Axis Bank,victim,UTIB05063,2024-12-22
1278,941010276078,Vikram Nair,Bank of Baroda,victim,BARB01951,2025-11-21
1279,812923613912,Diya Naidu,State Bank of India,victim,SBIN03774,2025-10-09
1280,857365404492,Sanjay Nair,ICICI Bank,victim,ICIC07280,2024-04-07
1281,523029996633,Deepak Malhotra,State Bank of India,victim,SBIN00923,2025-09-30
1282,093054847385,Saanvi Gupta,State Bank of India,victim,SBIN07797,2025-02-03
1283,969544876150,Pooja Singh,State Bank of India,victim,SBIN04884,2024-09-17
1284,774592541238,Arjun Verma,Bank of Baroda,victim,BARB07249,2025-04-12
1285,767490641227,Amit Desai,HDFC Bank,victim,HDFC02765,2025-01-23
1286,504910860431,Sunil Kapoor,Punjab National Bank,victim,PUNB07155,2026-03-25
1287,640093339637,Rajesh Kumar,HDFC Bank,victim,HDFC09020,2025-03-24
1288,644047832796,Ravi Bhatt,HDFC Bank,victim,HDFC06379,2025-08-13
1289,896496668118,Kavita Kulkarni,State Bank of India,victim,SBIN02292,2025-04-04
1290,657868005512,Vikram Singh,Bank of Baroda,victim,BARB06764,2025-04-23
1291,133585081432,Rahul Gupta,Bank of Baroda,victim,BARB02987,2026-01-09
1292,052702599611,Lakshmi Gupta,Punjab National Bank,victim,PUNB04358,2025-01-17
1293,126665602336,Sunita Menon,HDFC Bank,victim,HDFC01655,2026-05-24
1294,793235393305,Kavita Yadav,Axis Bank,victim,UTIB04849,2025-08-01
1295,933465336330,Aditya Shah,State Bank of India,victim,SBIN05754,2025-01-17
1296,817697505917,Divya Iyer,Axis Bank,victim,UTIB03930,2024-07-08
1297,946207856227,Suresh Rao,State Bank of India,victim,SBIN01926,2024-05-02
1298,587777014972,Sunil Gupta,State Bank of India,victim,SBIN06821,2024-09-02
1299,167486735818,Meena Pandey,ICICI Bank,victim,ICIC02177,2025-05-04
1300,919699335303,Divya Nair,State Bank of India,victim,SBIN01387,2025-02-22
1301,922293177865,Diya Kumar,HDFC Bank,victim,HDFC00394,2026-02-03
1302,036957562943,Amit Pillai,Punjab National Bank,victim,PUNB03916,2025-10-30
1303,991329357538,Anika Yadav,Axis Bank,victim,UTIB04811,2024-08-08
1304,343466095470,Pari Kulkarni,Axis Bank,victim,UTIB00603,2024-07-20
1305,028591565817,Sai Singh,Bank of Baroda,victim,BARB09157,2024-12-12
1306,201740209844,Meena Yadav,State Bank of India,victim,SBIN06988,2025-11-20
1307,568234284022,Sunil Malhotra,State Bank of India,victim,SBIN04626,2026-04-02
1308,524003305109,Neha Pillai,Bank of Baroda,victim,BARB07247,2024-10-22
1309,042357318995,Ravi Yadav,Axis Bank,victim,UTIB09311,2026-01-14
1310,805951948454,Divya Kulkarni,HDFC Bank,victim,HDFC02259,2025-08-22
1311,234267870323,Neha Joshi,HDFC Bank,victim,HDFC08128,2024-07-25
1312,230659400381,Aadhya Gupta,Axis Bank,victim,UTIB08036,2025-06-28
1313,743344210651,Meena Chauhan,Bank of Baroda,victim,BARB00046,2024-03-26
1314,775138771239,Priya Gupta,Axis Bank,victim,UTIB08189,2025-03-04
1315,593918536205,Vivaan Pillai,Punjab National Bank,victim,PUNB04493,2025-03-23
1316,677888922100,Suresh Pandey,Bank of Baroda,victim,BARB07204,2024-04-25
1317,867110187703,Pooja Patel,Punjab National Bank,victim,PUNB03257,2024-06-04
1318,704811301864,Sunita Chauhan,ICICI Bank,victim,ICIC03231,2025-05-07
1319,119020607136,Priya Rao,Bank of Baroda,victim,BARB09300,2025-10-03
1320,950814994023,Anil Patel,HDFC Bank,victim,HDFC02358,2025-10-19
1321,493046400606,Suresh Iyer,Axis Bank,victim,UTIB09882,2025-11-19
1322,079262517431,Lakshmi Desai,Axis Bank,victim,UTIB06032,2025-10-21
1323,240239362761,Sunita Pandey,HDFC Bank,victim,HDFC07640,2025-05-26
1324,433732783969,Ishaan Naidu,Bank of Baroda,victim,BARB02151,2024-05-25
1325,079337731297,Aarav Kumar,ICICI Bank,victim,ICIC03414,2025-09-01
1326,751757903230,Rahul Yadav,Punjab National Bank,victim,PUNB08880,2026-01-26
1327,728651814204,Aditya Shah,HDFC Bank,victim,HDFC03845,2024-06-02
1328,418793978953,Rahul Naidu,Axis Bank,victim,UTIB07701,2024-11-26
1329,256721230085,Kavita Bhatt,State Bank of India,victim,SBIN07895,2024-09-17
1330,600746143370,Ravi Mehta,State Bank of India,victim,SBIN00491,2026-04-20
1331,141988726349,Navya Kumar,Bank of Baroda,victim,BARB02122,2025-02-04
1332,457677657666,Aarav Shah,Bank of Baroda,victim,BARB04760,2025-09-22
1333,400672466390,Rajesh Bhatt,Axis Bank,victim,UTIB03214,2025-04-10
1334,983871355669,Saanvi Desai,Axis Bank,victim,UTIB06338,2025-09-26
1335,367990102719,Saanvi Kulkarni,Axis Bank,victim,UTIB00952,2024-04-06
1336,381403075598,Lakshmi Nair,ICICI Bank,victim,ICIC04142,2024-06-26
1337,376554761727,Aarav Naidu,Axis Bank,victim,UTIB05735,2025-08-02
1338,773391299037,Meena Verma,ICICI Bank,victim,ICIC01912,2026-02-07
1339,220072276835,Aadhya Kulkarni,ICICI Bank,victim,ICIC02780,2026-05-20
1340,332465684154,Pooja Reddy,Axis Bank,victim,UTIB06351,2026-03-16
1341,514557953723,Meena Kulkarni,HDFC Bank,victim,HDFC07660,2025-05-21
1342,953908783476,Sai Bhatt,Bank of Baroda,victim,BARB07900,2026-02-01
1343,273468927047,Ananya Yadav,Axis Bank,victim,UTIB02334,2025-04-17
1344,440883318380,Vivaan Menon,HDFC Bank,victim,HDFC01693,2025-05-13
1345,212702318967,Rohan Nair,Punjab National Bank,victim,PUNB02012,2025-09-14
1346,117087027282,Aadhya Singh,Punjab National Bank,victim,PUNB00400,2025-03-26
1347,428326701167,Rajesh Rao,ICICI Bank,victim,ICIC08116,2026-03-20
1348,848528467703,Arjun Chauhan,State Bank of India,victim,SBIN07846,2026-02-23
1349,406368019905,Krishna Bhatt,HDFC Bank,victim,HDFC00240,2025-12-06
1350,567677619524,Riya Kumar,ICICI Bank,victim,ICIC09601,2026-04-13
1351,872729933570,Geeta Malhotra,Bank of Baroda,victim,BARB02409,2025-04-03
1352,401421563452,Kiara Menon,HDFC Bank,victim,HDFC06362,2026-01-03
1353,911647924642,Anil Bhatt,HDFC Bank,victim,HDFC09987,2024-12-17
1354,378624301460,Ananya Patel,ICICI Bank,victim,ICIC06696,2024-09-16
1355,868321208614,Saanvi Gupta,Punjab National Bank,victim,PUNB09842,2025-10-21
1356,305577979836,Lakshmi Patel,Punjab National Bank,victim,PUNB07607,2025-07-20
1357,184262264418,Aadhya Joshi,State Bank of India,victim,SBIN00245,2025-06-21
1358,752279294965,Amit Gupta,State Bank of India,victim,SBIN02396,2026-05-03
1359,620408520633,Priya Bhatt,Bank of Baroda,victim,BARB04611,2026-05-05
